id,prefix_s,project_s,src_db_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
31,GFTL01,TSA,GenBank,,PLN,Carya illinoinensis,PRJNA360120,SAMN06203373,cultivar: Sumner,"dev_stage: late water through mature nut,tissue_type: contents of the central vacuole\, endosperm\, embryo\, placenta\, seed coat\, ovary packing tissue\, developing fruit\, and the cotyledon lobes",86197165,141535,0,No,0,0,0,No,,,2017-08-01T00:00:00Z,2017-08-01T00:00:00Z
234,GGRT01,TSA,GenBank,,PLN,Carya illinoinensis,PRJNA411951,"SAMN07691980,SAMN07691981,SAMN07691982,SAMN07691983,SAMN07691984,SAMN07691985,SAMN07691986,SAMN07691987,SAMN07691988,SAMN07691989,SAMN07691990,SAMN07691991",,,74628586,83586,0,No,0,0,0,No,,,2018-07-10T00:00:00Z,2018-07-10T00:00:00Z
759,GDQI01,TSA,GenBank,,PLN,Casuarina equisetifolia,PRJNA294034,SAMN04013498,cultivar: ITCCE001,"dev_stage: V2,tissue_type: Stem",34544465,37902,0,No,0,0,0,No,,,2015-09-14T00:00:00Z,2015-09-14T00:00:00Z
760,GDQK01,TSA,GenBank,,PLN,Casuarina equisetifolia,PRJNA294034,SAMN04013496,cultivar: ITCCE001,"dev_stage: V2,tissue_type: Needle",12967892,12549,0,No,0,0,0,No,,,2015-09-14T00:00:00Z,2015-09-14T00:00:00Z
761,GDQL01,TSA,GenBank,,PLN,Casuarina equisetifolia,PRJNA294034,SAMN04013497,cultivar: ITCCE001,"dev_stage: V2,tissue_type: root",13939168,13189,0,No,0,0,0,No,,,2015-09-14T00:00:00Z,2015-09-14T00:00:00Z
762,GDQM01,TSA,GenBank,,PLN,Casuarina equisetifolia,PRJNA294034,SAMN04013498,cultivar: ITCCE001,"dev_stage: V2,tissue_type: stem",11766913,11108,0,No,0,0,0,No,,,2015-09-14T00:00:00Z,2015-09-14T00:00:00Z
779,GEBJ01,TSA,GenBank,,PLN,Casuarina equisetifolia,PRJNA299712,SAMN04212083,,tissue_type: leaf,139335055,118167,0,No,0,0,0,No,,,2015-11-17T00:00:00Z,2015-11-17T00:00:00Z
92,GFZE01,TSA,GenBank,,PLN,Catharanthus roseus,PRJNA358259,"SAMN06166755,SAMN06166756,SAMN06166975,SAMN06173695,SAMN06173697,SAMN06173720,SAMN06174117,SAMN06174212,SAMN06176568",,,99788765,68047,0,No,0,0,0,No,,,2017-10-31T00:00:00Z,2017-10-31T00:00:00Z
394,GACD01,TSA,GenBank,,PLN,Catharanthus roseus,PRJNA174442,SAMN1798283,,,106759146,86107,0,No,0,0,0,No,,,2012-12-04T00:00:00Z,2012-12-04T00:00:00Z
106,GGBY01,TSA,GenBank,,PLN,Caulanthus amplexicaulis,PRJNA417949,SAMN08012623,,"dev_stage: All,tissue_type: Whole plant",44898722,82938,0,No,0,0,0,No,,,2017-12-18T00:00:00Z,2017-12-18T00:00:00Z
107,GGBZ01,TSA,GenBank,,PLN,Caulanthus amplexicaulis,PRJNA417948,SAMN08012624,,"dev_stage: All,tissue_type: Whole plant",63793019,92771,0,No,0,0,0,No,,,2017-12-18T00:00:00Z,2017-12-18T00:00:00Z
221,GGOA01,TSA,GenBank,,PLN,Caulerpa cylindracea,PRJNA454545,SAMN09010101,isolate: Seferihisar,"dev_stage: growth stage,isolation_source: Marine,tissue_type: Algae samples",10914342,8617,0,No,0,0,0,No,,,2018-06-21T00:00:00Z,2018-06-21T00:00:00Z
502,GBCY01,TSA,GenBank,,PLN,Caulerpa taxifolia,PRJNA243973,"SAMN02722707,SAMN02722708,SAMN02722709,SAMN02722710,SAMN02722711,SAMN02722712",,,62332548,77234,0,No,0,0,0,No,,,2015-01-29T00:00:00Z,2015-01-29T00:00:00Z
248,GGXO01,TSA,GenBank,,PLN,Ceanothus thyrsiflorus,PRJNA454377,SAMN09935521,,tissue_type: nodule,96974693,135516,0,No,0,0,0,No,,,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
208,GGMM01,TSA,GenBank,,PLN,Cedrela balansae,PRJNA451202,SAMN08964270,isolate: C balansae,"dev_stage: adult,tissue_type: leafs",12347264,27075,0,No,0,0,0,No,,,2018-08-30T00:00:00Z,2018-08-30T00:00:00Z
326,GHOT01,TSA,GenBank,,PLN,Celmisia lyallii,PRJNA550402,SAMN12127392,,"dev_stage: reproductive,tissue_type: Leaf and Root",164115765,151539,0,No,0,0,0,No,,,2019-07-12T00:00:00Z,2019-07-12T00:00:00Z
332,HAAY01,TSA,ENA,,PLN,Cenchrus americanus,PRJEB3212,,isolate: ICMB 841-P3 and 863B-P2 (mixed),"dev_stage: boot-leaf,isolation_source: drought stressed root and leaf tissues",20767381,72905,0,No,0,0,0,No,,,2014-01-06T00:00:00Z,2014-01-06T00:00:00Z
855,GEUY01,TSA,GenBank,,PLN,Cenchrus americanus,PRJNA276050,SAMN03365743,cultivar: P310-17 and 7042S,"dev_stage: Seedlings,tissue_type: Seedlings",34012329,44979,0,No,0,0,0,No,,,2016-07-18T00:00:00Z,2016-07-18T00:00:00Z
535,GBHQ01,TSA,GenBank,,PLN,Cephalotaxus hainanensis,PRJNA254529,SAMN02905148,,,42906717,39356,0,No,0,0,0,No,,,2014-09-17T00:00:00Z,2014-09-17T00:00:00Z
524,GBGN01,TSA,GenBank,,PLN,Ceratopteris richardii,PRJNA248887,"SAMN02803864,SAMN02821161",cultivar: Hn-n,,169020652,150097,0,No,0,0,0,No,,,2015-07-07T00:00:00Z,2015-07-07T00:00:00Z
798,GEEK01,TSA,GenBank,,PLN,Ceratopteris thalictroides,PRJNA276721,SAMN03380085,cultivar: Ceratopteris thalictroides,"isolation_source: water,tissue_type: leaf",35081774,60823,0,No,0,0,0,No,,,2016-12-13T00:00:00Z,2016-12-13T00:00:00Z
455,GAOK01,TSA,GenBank,,PLN,Cercis gigantea,PRJNA217486,SAMN02333627,,tissue_type: young roots; tender shoots; young leaves and flower buds,103369461,77024,0,No,0,0,0,No,,,2014-09-29T00:00:00Z,2014-09-29T00:00:00Z
925,GFDI01,TSA,GenBank,,PLN,Chamaecyparis hodginsii,PRJNA358452,SAMN06174234,isolate: collected from natural environment,"dev_stage: seedling,tissue_type: leaves",58904695,85749,0,No,0,0,0,No,,,2018-01-10T00:00:00Z,2018-01-10T00:00:00Z
253,GGXX01,TSA,GenBank,,PLN,Chara braunii,PRJNA492241,SAMN10095384,isolate: S276,"dev_stage: Vegetative phase,tissue_type: Vegetative tissue",88124568,117611,0,No,0,0,0,No,,,2019-03-12T00:00:00Z,2019-03-12T00:00:00Z
94,GFZG01,TSA,GenBank,,PLN,Chara globularis,PRJNA399177,SAMN07534707,,tissue_type: vegetative tissue,10672740,9056,0,No,0,0,0,No,,,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z
3,GFPK01,TSA,GenBank,,PLN,Chiloglottis trapeziformis,PRJNA390683,"SAMN07248585,SAMN07248586,SAMN07248587,SAMN07248588,SAMN07248685,SAMN07248696,SAMN07248697,SAMN07248698,SAMN07248699,SAMN07248700,SAMN07248701,SAMN07248702,SAMN07248704,SAMN07248705,SAMN07248706,SAMN07248707,SAMN07248708,SAMN07248709,SAMN07248710,SAMN07248711,SAMN07248712,SAMN07248713,SAMN07248714,SAMN07248715",,,285297347,220099,0,No,0,0,0,No,,,2017-07-14T00:00:00Z,2017-07-14T00:00:00Z
983,GFMB01,TSA,GenBank,,PLN,Chionochloa macra,PRJNA283482,SAMN03651309,,tissue_type: Leaf tissue,210327262,297466,0,No,0,0,0,No,,,2018-04-13T00:00:00Z,2018-04-13T00:00:00Z
53,GFWA01,TSA,GenBank,,PLN,Chlamydomonas acidophila,PRJNA394256,"SAMN02691881,SAMN07565835,SAMN07565836,SAMN07565837",,,276763860,129188,0,No,0,0,0,No,,,2017-09-11T00:00:00Z,2017-09-11T00:00:00Z
497,GBAH01,TSA,GenBank,,PLN,Chlamydomonas acidophila,PRJNA242235,SAMN02691881,,,21372484,24050,0,No,0,0,0,No,,,2014-04-16T00:00:00Z,2014-04-16T00:00:00Z
417,GAIE01,TSA,GenBank,,PLN,Chlamydomonas moewusii,PRJNA197273,SAMN02053728,strain: SAG 24.91,,24424599,34117,0,No,0,0,0,No,,,2015-04-20T00:00:00Z,2015-04-20T00:00:00Z
463,GAPD01,TSA,GenBank,,PLN,Chlorella sorokiniana,PRJNA218510,"SAMN02358335,SAMN02358337,SAMN02358338,SAMN02358339,SAMN02358340,SAMN02358341",strain: UTEX 1602,,89717086,72289,0,No,0,0,0,No,,,2014-06-30T00:00:00Z,2014-06-30T00:00:00Z
669,GCUV01,TSA,GenBank,,PLN,Chlorella sorokiniana,PRJNA279541,SAMN03449736,isolate: fresh water,isolation_source: nanjing,21889016,22369,0,No,0,0,0,No,,,2016-02-11T00:00:00Z,2016-02-11T00:00:00Z
157,GGGA01,TSA,GenBank,,PLN,Chlorella sp. BR2,PRJNA389111,"SAMN07280588,SAMN07280589,SAMN07280590,SAMN07280591,SAMN07280592,SAMN07280593",,,79905457,112965,0,No,0,0,0,No,,,2018-02-14T00:00:00Z,2018-02-14T00:00:00Z
196,GGLS01,TSA,GenBank,,PLN,Chloris flagellifera,PRJNA446050,SAMN08805473,isolate: plant,"dev_stage: fully developed seedlings,tissue_type: plant seedlings",42327819,48694,0,No,0,0,0,No,,,2018-05-01T00:00:00Z,2018-05-01T00:00:00Z
93,GFZF01,TSA,GenBank,,PLN,Chlorokybus atmophyticus,PRJNA399177,SAMN07534705,isolate: SAG34.98,tissue_type: packets of unicells,11619771,6588,0,No,0,0,0,No,,,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z
398,GACH01,TSA,GenBank,,PLN,Chromolaena odorata,PRJNA174992,SAMN01166069,,tissue_type: stem,71655603,139002,0,No,0,0,0,No,,,2015-07-20T00:00:00Z,2012-12-05T00:00:00Z
368,IABW01,TSA,DDBJ,,PLN,Chrysanthemum x morifolium,PRJDB5498,"SAMD00073817,SAMD00073818,SAMD00073819,SAMD00073820",cultivar: Sei-Marine,,171432484,213204,0,No,0,0,0,No,,,2018-04-04T00:00:00Z,2018-04-04T00:00:00Z
231,GGQM01,TSA,GenBank,,PLN,Cichorium endivia,PRJNA417356,SAMN07983365,cultivar: Domari,"dev_stage: 3 week-old and 4 month-old plants,tissue_type: apices\, stems\, leaves and roots",96064266,77022,0,No,0,0,0,No,,,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
227,GGQG01,TSA,GenBank,,PLN,Cichorium intybus,PRJNA328202,SAMN05366362,,"dev_stage: 3 week-old and 4 month-old plants,tissue_type: apices\, stems\, leaves and roots",71805665,58857,0,No,0,0,0,No,,,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
291,GHKA01,TSA,GenBank,,PLN,Citrus limon,PRJNA532796,"SAMN11445302,SAMN11445303,SAMN11445304,SAMN11445305,SAMN11445306,SAMN11445307,SAMN11445308,SAMN11445309,SAMN11445310,SAMN11445311,SAMN11445312,SAMN11445313,SAMN11445314,SAMN11445315,SAMN11445316,SAMN11445317,SAMN11445318,SAMN11445319,SAMN11445320,SAMN11445321",,,400157150,145370,0,No,0,0,0,No,,,2019-05-01T00:00:00Z,2019-05-01T00:00:00Z
908,GFAY01,TSA,GenBank,,PLN,Citrus limon,PRJNA348468,"SAMN05908804,SAMN05908805,SAMN05908806,SAMN05908807,SAMN05908808,SAMN05908809,SAMN05908810,SAMN05908811,SAMN05908812,SAMN05908813,SAMN05908814,SAMN05908815,SAMN05908816,SAMN05908817,SAMN05908818,SAMN05908819,SAMN05908820,SAMN05908821,SAMN05908822,SAMN05908823,SAMN05908824,SAMN05908825,SAMN05908826,SAMN05908827",,,1013023,828,828,Yes,0,0,0,No,,,2017-02-27T00:00:00Z,2017-02-27T00:00:00Z
160,GGGN01,TSA,GenBank,,PLN,Citrus maxima,PRJNA429973,"SAMN08358182,SAMN08358185,SAMN08358187,SAMN08358188,SAMN08358189,SAMN08358190",,,60443044,84354,0,No,0,0,0,No,,,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z
211,GGMQ01,TSA,GenBank,,PLN,Citrus maxima,PRJNA430310,"SAMN08369251,SAMN08369252,SAMN08369253,SAMN08369254,SAMN08369255,SAMN08369256",,,58136486,69999,0,No,0,0,0,No,,,2018-05-10T00:00:00Z,2018-05-10T00:00:00Z
243,GGUJ01,TSA,GenBank,,PLN,Citrus maxima,PRJNA430306,"SAMN08369220,SAMN08369221,SAMN08369222,SAMN08369223,SAMN08369224,SAMN08369225",,,68395229,89757,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
245,GGUM01,TSA,GenBank,,PLN,Citrus maxima,PRJNA430145,"SAMN08366861,SAMN08366862,SAMN08366863,SAMN08366864,SAMN08366865,SAMN08366866",,,54066408,67520,0,No,0,0,0,No,,,2018-08-28T00:00:00Z,2018-08-28T00:00:00Z
246,GGWA01,TSA,GenBank,,PLN,Citrus maxima,PRJNA433063,"SAMN08358188,SAMN08358189,SAMN08358190,SAMN08366864,SAMN08366865,SAMN08366866",,,52246399,62850,0,No,0,0,0,No,,,2018-09-21T00:00:00Z,2018-09-21T00:00:00Z
892,GEZG01,TSA,GenBank,,PLN,Citrus sp. JT-2016,PRJNA323699,SAMN05384839,cultivar: mixed,"dev_stage: Developed organ,tissue_type: mixed",3054298,3032,0,No,0,0,0,No,,,2016-09-20T00:00:00Z,2016-09-20T00:00:00Z
671,GCVN01,TSA,GenBank,,PLN,Citrus trifoliata,PRJNA279929,SAMN03452275,,,85943783,77220,0,No,0,0,0,No,,,2015-08-06T00:00:00Z,2015-08-06T00:00:00Z
182,GGJQ01,TSA,GenBank,,PLN,Citrus x microcarpa,PRJNA437326,SAMN08649127,cultivar: calamondin,"dev_stage: Pre-flowering,tissue_type: leaf",119167004,115077,0,No,0,0,0,No,,,2018-08-08T00:00:00Z,2018-08-08T00:00:00Z
150,GGEM01,TSA,GenBank,,PLN,Clausena excavata,PRJNA428402,SAMN08289434,,"dev_stage: full-grown,isolation_source: wild,tissue_type: leaf",12553368,16626,0,No,0,0,0,No,,,2018-02-09T00:00:00Z,2018-02-09T00:00:00Z
767,GDRJ01,TSA,GenBank,,PLN,Cleome droserifolia,PRJNA293009,SAMN03995898,,"dev_stage: adult,tissue_type: leaves\, shoots",57154130,54273,0,No,0,0,0,No,,,2015-10-07T00:00:00Z,2015-10-07T00:00:00Z
696,GDFZ01,TSA,GenBank,,PLN,Cleome violacea,PRJNA283303,SAMN03761936,cultivar: JH001,"dev_stage: Multiple,tissue_type: Mixture of Tissues",1036206,871,0,No,0,0,0,No,,,2015-07-09T00:00:00Z,2015-07-09T00:00:00Z
391,GABT01,TSA,GenBank,,PLN,Cocos nucifera,PRJNA177505,,,tissue_type: leaves; fruits,42994243,57175,0,No,0,0,0,No,,,2013-05-10T00:00:00Z,2013-05-10T00:00:00Z
521,GBGK01,TSA,GenBank,,PLN,Cocos nucifera,PRJNA244711,SAMN02728054,cultivar: dwarf cultivar,tissue_type: endosperm,39851917,56508,0,No,0,0,0,No,,,2014-11-04T00:00:00Z,2014-11-04T00:00:00Z
522,GBGL01,TSA,GenBank,,PLN,Cocos nucifera,PRJNA244711,SAMN02728104,cultivar: dwarf cultivar,tissue_type: embryo,38002737,60762,0,No,0,0,0,No,,,2014-11-04T00:00:00Z,2014-11-04T00:00:00Z
523,GBGM01,TSA,GenBank,,PLN,Cocos nucifera,PRJNA244711,SAMN02728105,cultivar: dwarf cultivar,tissue_type: young leaf,25483960,36582,0,No,0,0,0,No,,,2014-11-04T00:00:00Z,2014-11-04T00:00:00Z
424,GAJT01,TSA,GenBank,,PLN,Coffea arabica,PRJNA42175,,,,4236,4,4,Yes,0,0,0,No,,,2013-06-03T00:00:00Z,2013-06-03T00:00:00Z
878,GEXP01,TSA,GenBank,,PLN,Coffea arabica,PRJNA339585,"SAMN05597854,SAMN05597855,SAMN05597935,SAMN05597936,SAMN05597937,SAMN05597938,SAMN05597939,SAMN05597941,SAMN05597942,SAMN05597943,SAMN05597944,SAMN05597945",,,52199383,65364,0,No,0,0,0,No,,,2016-09-28T00:00:00Z,2016-09-28T00:00:00Z
425,GAJU01,TSA,GenBank,,PLN,Coffea racemosa,PRJNA205284,,,tissue_type: fruit,3830,4,4,Yes,0,0,0,No,,,2013-06-03T00:00:00Z,2013-06-03T00:00:00Z
593,GBSL01,TSA,GenBank,,PLN,Coleochaete orbicularis,PRJNA242253,SAMN03085336,cultivar: UTEX2651,,92561532,104106,0,No,0,0,0,No,,,2015-01-13T00:00:00Z,2015-01-06T00:00:00Z
73,GFXZ01,TSA,GenBank,,PLN,Coleochaete scutata,PRJNA399177,SAMN07534708,isolate: SAG50.90,tissue_type: discoid tissue layers,11274740,6038,0,No,0,0,0,No,,,2018-03-07T00:00:00Z,2018-03-07T00:00:00Z
102,GGAJ01,TSA,GenBank,,PLN,Colobanthus quitensis,PRJNA388703,"SAMN07183597,SAMN07183598",,,72841499,94968,0,No,0,0,0,No,,,2018-01-03T00:00:00Z,2018-01-03T00:00:00Z
639,GCIB01,TSA,GenBank,,PLN,Colobanthus quitensis,PRJNA268301,SAMN03218070,,"dev_stage: reproductive,tissue_type: leaves",140083767,165386,0,No,0,0,0,No,,,2015-02-23T00:00:00Z,2015-02-23T00:00:00Z
589,GBSD01,TSA,GenBank,,PLN,Corchorus capsularis,PRJNA255934,SAMN02934031,cultivar: JRC-212,"dev_stage: Vegetative growth stage,tissue_type: Bast",49263066,34163,0,No,0,0,0,No,,,2015-02-17T00:00:00Z,2015-02-17T00:00:00Z
590,GBSE01,TSA,GenBank,,PLN,Corchorus capsularis,PRJNA255934,SAMN02934032,cultivar: dlpf,"dev_stage: Vegetative growth stage,tissue_type: Bast",33456956,29463,0,No,0,0,0,No,,,2015-02-17T00:00:00Z,2015-02-17T00:00:00Z
660,GCNR01,TSA,GenBank,,PLN,Corchorus capsularis,PRJNA255934,SAMN02934033,cultivar: JRC-212,"dev_stage: vegetative growth stage,tissue_type: hypocotyl",67618494,44675,0,No,0,0,0,No,,,2018-08-31T00:00:00Z,2016-04-26T00:00:00Z
661,GCNS01,TSA,GenBank,,PLN,Corchorus capsularis,PRJNA255934,SAMN02934034,cultivar: dlpf,"dev_stage: vegetative growth stage,tissue_type: hypocotyl",90143599,52368,0,No,0,0,0,No,,,2018-08-31T00:00:00Z,2016-04-26T00:00:00Z
926,GFDJ01,TSA,GenBank,,PLN,Corchorus olitorius,PRJNA278717,SAMN06199046,cultivar: Sudan Green,"tissue_type: leaf\, root\, seed and stem",18726860,19978,0,No,0,0,0,No,,,2018-01-08T00:00:00Z,2018-01-08T00:00:00Z
928,GFDO01,TSA,GenBank,,PLN,Corchorus olitorius,PRJNA278717,SAMN06199045,cultivar: JRO-632,"tissue_type: leaf\, root\, seed and stem",15801942,18576,0,No,0,0,0,No,,,2018-01-08T00:00:00Z,2018-01-08T00:00:00Z
951,GFHQ01,TSA,GenBank,,PLN,Cordyline australis,PRJNA374584,"SAMN06328921,SAMN06328922",,,35507435,26645,0,No,0,0,0,No,,,2017-03-07T00:00:00Z,2017-03-07T00:00:00Z
236,GGSA01,TSA,GenBank,,PLN,Corylus avellana,PRJNA316492,"SAMN04581313,SAMN04581314,SAMN04581315,SAMN04581317,SAMN04581318,SAMN04581319",,,102833162,86394,0,No,0,0,0,No,,,2018-07-20T00:00:00Z,2018-07-20T00:00:00Z
894,GEZQ01,TSA,GenBank,,PLN,Cosmos bipinnatus,PRJNA321371,"SAMN04966052,SAMN04966053",,,54028751,65486,0,No,0,0,0,No,,,2017-03-07T00:00:00Z,2017-03-07T00:00:00Z
309,GHLN01,TSA,GenBank,,PLN,Couroupita guianensis,PRJNA523039,SAMN10963034,isolate: X.489*A,tissue_type: flower,58065952,50687,0,No,0,0,0,No,,,2019-05-14T00:00:00Z,2019-05-14T00:00:00Z
437,GALU01,TSA,GenBank,,PLN,Crataegus pinnatifida,PRJNA205404,SAMN02202180,,,35101594,51544,0,No,0,0,0,No,,,2013-09-24T00:00:00Z,2013-07-17T00:00:00Z
917,GFBY01,TSA,GenBank,,PLN,Crotalaria juncea,PRJNA350604,SAMN05942583,cultivar: SUN-053,"dev_stage: Flowering,tissue_type: Unopened flower buds",56706904,41624,0,No,0,0,0,No,,,2018-01-02T00:00:00Z,2018-01-02T00:00:00Z
142,GGDV01,TSA,GenBank,,PLN,Croton tiglium,PRJNA416498,SAMN07958181,isolate: Marburg,"dev_stage: young plant,tissue_type: inflorescences; roots; leaves; stems; seeds",345652693,224425,0,No,0,0,0,No,,,2018-01-03T00:00:00Z,2018-01-03T00:00:00Z
366,IABU01,TSA,DDBJ,,PLN,Cryptomeria japonica,PRJDB5511,"SAMD00003397,SAMD00010813,SAMD00074897,SAMD00074898,SAMD00074899,SAMD00074900,SAMD00074901,SAMD00074902,SAMD00074903",,"tissue_type: mixture of cambium\, apical stem\, male-flower\, shoot\, heartwood\, root",59833046,34731,0,No,0,0,0,No,,,2018-06-27T00:00:00Z,2018-06-27T00:00:00Z
367,IABV01,TSA,DDBJ,,PLN,Cryptomeria japonica,PRJDB5511,"SAMD00074914,SAMD00074915",,"tissue_type: mixture of cambium\, apical stem\, male-flower\, shoot\, heartwood\, root",51944337,109392,0,No,0,0,0,No,,,2018-06-27T00:00:00Z,2018-06-27T00:00:00Z
719,GDIL01,TSA,GenBank,,PLN,Cucumis sativus,PRJNA169904,"SAMN01085195,SAMN01085196,SAMN01085197,SAMN01085198,SAMN02689754,SAMN02689755,SAMN02689756,SAMN02689757",,,49544951,50751,0,No,0,0,0,No,,,2015-07-27T00:00:00Z,2015-07-27T00:00:00Z
623,GBZI01,TSA,GenBank,,PLN,Cucurbita pepo,PRJNA189548,"SAMN01921698,SAMN01921699,SAMN01921700",,tissue_type: fruit and seed,73522093,55861,0,No,0,0,0,No,,,2015-02-23T00:00:00Z,2015-02-23T00:00:00Z
880,GEYH01,TSA,GenBank,,PLN,Cucurbita pepo,PRJNA339848,"SAMN01921698,SAMN01921699,SAMN01921700,SAMN05608084,SAMN05608085,SAMN05608086,SAMN05608087,SAMN05608088,SAMN05608089,SAMN05608090,SAMN05608091,SAMN05608092,SAMN05608093,SAMN05608094,SAMN05608095,SAMN05608096,SAMN05608097,SAMN05608098,SAMN05608099,SAMN05608100,SAMN05608101,SAMN05608102,SAMN05608103",,,91856098,63117,0,No,0,0,0,No,,,2016-09-13T00:00:00Z,2016-09-13T00:00:00Z
189,GGKS01,TSA,GenBank,,PLN,Cucurbita pepo subsp. pepo,PRJNA439198,"SAMN08742104,SAMN08742105,SAMN08742106,SAMN08742107,SAMN08742108,SAMN08742109,SAMN08742110,SAMN08742111,SAMN08742112,SAMN08742113,SAMN08742114,SAMN08742115,SAMN08742116,SAMN08742117,SAMN08742118,SAMN08742119,SAMN08742120,SAMN08742121",,,95270666,71484,0,No,0,0,0,No,,,2018-04-13T00:00:00Z,2018-04-13T00:00:00Z
748,GDKE01,TSA,GenBank,,PLN,Cuscuta gronovii,PRJNA291830,SAMN03955859,,"dev_stage: vegetative growth,host: Pelargonium zonale,tissue_type: not attached filaments",22982928,31130,0,No,0,0,0,No,,,2015-11-16T00:00:00Z,2015-11-16T00:00:00Z
456,GAON01,TSA,GenBank,,PLN,Cuscuta pentagona,PRJNA217944,,,tissue_type: seed; seedling; stem; prehaustoria; haustoria; flower,311859841,275367,0,No,0,0,0,No,,,2015-04-07T00:00:00Z,2014-01-07T00:00:00Z
469,GAQD01,TSA,GenBank,,PLN,Cuscuta pentagona,PRJNA222591,SAMN02371539,,,12676948,14304,0,No,0,0,0,No,,,2015-01-06T00:00:00Z,2015-01-06T00:00:00Z
747,GDKD01,TSA,GenBank,,PLN,Cuscuta reflexa,PRJNA290291,SAMN03879961,,"dev_stage: vegetative growth,host: Pelargonium zonale,tissue_type: not attached filaments",32242149,41697,0,No,0,0,0,No,,,2015-11-16T00:00:00Z,2015-11-16T00:00:00Z
468,GAQC01,TSA,GenBank,,PLN,Cuscuta suaveolens,PRJNA194081,SAMN01986148,,,15388870,15443,0,No,0,0,0,No,,,2014-01-08T00:00:00Z,2014-01-08T00:00:00Z
558,GBJU01,TSA,GenBank,,PLN,Cycas revoluta,PRJNA255888,SAMN02929469,,tissue_type: leaves,38933900,39379,0,No,0,0,0,No,,,2015-09-04T00:00:00Z,2015-09-04T00:00:00Z
264,GGZR01,TSA,GenBank,,PLN,Cycas sphaerica,PRJNA493555,SAMN10135995,isolate: Leaf,"dev_stage: leaf,tissue_type: leaf",46671474,21181,0,No,0,0,0,No,,,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
265,GGZS01,TSA,GenBank,,PLN,Cycas sphaerica,PRJNA493555,SAMN10135997,isolate: Leaf,"dev_stage: leaf,tissue_type: leaf",51177374,23321,0,No,0,0,0,No,,,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z
848,GEUI01,TSA,GenBank,,PLN,Cyclocarya paliurus,PRJNA326184,"SAMN05276015,SAMN05276016",,,66728179,84223,0,No,0,0,0,No,,,2017-06-27T00:00:00Z,2017-06-27T00:00:00Z
711,GDHD01,TSA,GenBank,,PLN,Cymbidium faberi,PRJNA281138,SAMN03453585,isolate: Henan,"dev_stage: mature plant,tissue_type: vegetative buds and flower buds",115735869,158048,0,No,0,0,0,No,,,2015-07-10T00:00:00Z,2015-07-10T00:00:00Z
842,GESW01,TSA,GenBank,,PLN,Cymbidium tortisepalum var. longibracteatum,PRJNA323628,SAMN05173006,cultivar: Chunjian,tissue_type: leaves,40118465,48870,0,No,0,0,0,No,,,2017-06-20T00:00:00Z,2017-06-20T00:00:00Z
342,HADH01,TSA,ENA,,PLN,Cymodocea nodosa,PRJEB12372,"SAMEA3724770,SAMEA3724772,SAMEA3724774,SAMEA3724776,SAMEA3724778,SAMEA3724780,SAMEA3724782,SAMEA3724786",,"dev_stage: youngest fully mature leaf,isolation_source: Shallow-water seagrass meadow,tissue_type: leaf",136813002,59478,0,No,0,0,0,No,,,2017-09-29T00:00:00Z,2016-12-02T00:00:00Z
828,GEMM01,TSA,GenBank,,PLN,Cymodocea nodosa,PRJNA275569,"SAMN03349891,SAMN03349892,SAMN03349893,SAMN03349894,SAMN03349895,SAMN03349896,SAMN03349897,SAMN03349898,SAMN03349899,SAMN03349900,SAMN03349901,SAMN03349902",,,108015254,70049,0,No,0,0,0,No,,,2018-02-08T00:00:00Z,2016-05-10T00:00:00Z
956,GFHX01,TSA,GenBank,,PLN,Dactylorhiza fuchsii,PRJNA317244,SAMN04604707,,tissue_type: leaf,19146998,53571,0,No,0,0,0,No,,,2017-04-13T00:00:00Z,2017-04-13T00:00:00Z
975,GFJV01,TSA,GenBank,,PLN,Dactylorhiza incarnata,PRJNA317244,SAMN04604710,,tissue_type: leaf,19586896,58751,0,No,0,0,0,No,,,2017-04-13T00:00:00Z,2017-04-13T00:00:00Z
503,GBDN01,TSA,GenBank,,PLN,Dahlia pinnata,PRJNA189243,SAMN02303576,cultivar: Rio Riata,,41563451,35638,0,No,0,0,0,No,,,2014-05-02T00:00:00Z,2014-05-02T00:00:00Z
249,GGXR01,TSA,GenBank,,PLN,Datisca glomerata,PRJNA454375,"SAMN09935373,SAMN09935377,SAMN09935386,SAMN09935389,SAMN09935391",,,168729685,163581,0,No,0,0,0,No,,,2018-10-10T00:00:00Z,2018-10-10T00:00:00Z
